机器质量等级,转速（rpm）,扭矩（Nm）,功率（KW）,使用时长（min）,是否发生故障,具体故障类别
L,1333,55.2,7.704879581151833,18,0,Normal
L,1767,26.4,4.88469109947644,20,0,Normal
L,1827,27.0,5.165340314136126,22,0,Normal
L,1568,41.0,6.7317277486911,32,0,Normal
L,1452,47.8,7.267602094240837,34,0,Normal
L,1433,37.9,5.686984293193717,36,0,Normal
L,1629,31.3,5.339026178010472,41,0,Normal
L,1520,39.2,6.239162303664922,43,0,Normal
L,1466,46.1,7.076712041884817,58,0,Normal
L,1650,32.4,5.597905759162304,60,0,Normal
L,1554,36.3,5.90682722513089,62,0,Normal
L,1356,54.9,7.795225130890052,72,0,Normal
L,1571,38.2,6.284000000000001,74,0,Normal
L,1658,28.0,4.861151832460733,76,0,Normal
L,1393,49.9,7.278607329842932,78,0,Normal
L,1477,40.4,6.248251308900523,83,0,Normal
L,1533,31.8,5.104649214659686,91,0,Normal
L,1447,41.0,6.212251308900523,93,0,Normal
L,1472,40.9,6.304167539267016,104,0,Normal
L,1438,45.7,6.881319371727749,106,0,Normal
L,1507,42.4,6.690764397905759,108,0,Normal
L,1393,52.1,7.599507853403142,110,0,Normal
L,1283,52.4,7.039706806282722,112,0,Normal
L,1644,30.9,5.319329842931937,114,0,Normal
L,1498,46.9,7.356670157068063,116,0,Normal
L,1400,40.8,5.981151832460732,118,0,Normal
L,1574,35.0,5.768586387434555,133,0,Normal
L,1574,36.4,5.999329842931937,135,0,Normal
L,1472,40.9,6.304167539267016,137,0,Normal
L,1552,33.2,5.395434554973822,139,0,Normal
L,1603,31.4,5.2705968586387435,141,0,Normal
L,1690,30.6,5.415078534031414,148,0,Normal
L,1522,45.7,7.283287958115184,153,0,Normal
L,1596,28.9,4.829780104712041,160,0,Normal
L,1371,52.3,7.508198952879582,167,0,Normal
L,1564,40.0,6.550785340314136,172,0,Normal
L,1439,44.9,6.765560209424083,174,0,Normal
L,1352,52.1,7.375832460732984,176,0,Normal
L,1560,35.4,5.78261780104712,178,0,Normal
L,1835,23.7,4.553874345549739,183,0,Normal
L,1452,47.3,7.19158115183246,188,0,Normal
L,2144,17.7,3.9736963350785337,190,0,Normal
L,1554,41.0,6.671623036649215,192,0,Normal
L,1827,25.4,4.859246073298429,194,0,Normal
L,1448,46.3,7.0201465968586385,196,0,Normal
L,1983,21.0,4.360523560209424,201,0,Normal
L,1229,65.2,8.390659685863875,209,1,OSF
L,1873,22.3,4.373602094240838,211,0,Normal
L,1426,45.7,6.823895287958115,213,0,Normal
L,1376,53.9,7.766115183246073,215,1,OSF
L,1622,33.6,5.706722513089006,217,0,Normal
L,1737,27.0,4.910890052356021,225,1,TWF
L,1426,42.4,6.331141361256544,0,0,Normal
L,1669,32.4,5.662366492146597,5,0,Normal
L,1751,27.8,5.0971518324607334,10,0,Normal
L,1483,43.5,6.755026178010471,15,0,Normal
L,1535,42.6,6.8472251308900525,17,0,Normal
L,1477,44.0,6.805026178010471,19,0,Normal
L,1391,46.9,6.831193717277487,21,0,Normal
L,1675,33.3,5.840575916230366,28,0,Normal
L,1391,45.8,6.670973821989528,38,0,Normal
L,1437,43.1,6.4853089005235605,40,0,Normal
L,1370,61.9,8.879895287958115,42,0,Normal
L,1577,37.1,6.126356020942409,44,0,Normal
L,1485,37.8,5.8778010471204185,46,0,Normal
L,1504,34.3,5.4018010471204185,48,0,Normal
L,1755,27.9,5.12717277486911,56,0,Normal
L,1329,54.9,7.640010471204188,58,0,Normal
L,1496,35.2,5.514052356020943,60,0,Normal
L,1532,36.6,5.871329842931938,62,0,Normal
L,1389,61.4,8.930324607329842,64,0,Normal
L,1739,27.4,4.989382198952879,72,0,Normal
L,1736,26.9,4.889884816753926,74,0,Normal
L,1419,48.8,7.251015706806283,76,0,Normal
L,1326,49.7,6.9007539267015705,78,0,Normal
L,1534,39.7,6.376942408376964,83,0,Normal
L,1498,41.1,6.4468900523560215,88,0,Normal
L,1796,26.0,4.889633507853403,90,0,Normal
L,1519,45.3,7.20530890052356,92,0,Normal
L,1339,49.6,6.954387434554975,94,0,Normal
L,1483,41.5,6.444450261780105,96,0,Normal
L,1512,38.8,6.142994764397906,109,0,Normal
L,1552,39.9,6.4842722513089,114,0,Normal
L,1713,28.0,5.022408376963351,116,0,Normal
L,1456,44.1,6.72351832460733,118,0,Normal
L,1524,39.8,6.3513298429319365,120,0,Normal
L,1981,21.2,4.3976125654450255,125,0,Normal
L,1565,36.1,5.91586387434555,127,0,Normal
L,1657,31.0,5.378743455497382,129,0,Normal
L,1606,31.1,5.2300104712041895,134,0,Normal
L,1602,39.7,6.659623036649215,144,0,Normal
L,1471,38.4,5.914806282722513,146,0,Normal
L,1921,23.9,4.807528795811518,158,0,Normal
L,1818,24.1,4.587832460732985,173,0,Normal
L,1540,36.3,5.853612565445025,175,0,Normal
L,1309,51.1,7.004178010471205,188,0,Normal
L,1363,52.6,7.507204188481675,190,0,Normal
L,1640,29.2,5.014450261780104,195,0,Normal
L,1384,52.8,7.651853403141361,200,0,Normal
L,1464,46.4,7.113047120418847,207,0,Normal
L,1803,25.4,4.7954136125654445,209,0,Normal
L,1602,39.1,6.558973821989529,211,0,Normal
L,1651,33.3,5.75689005235602,0,0,Normal
L,1387,52.7,7.653916230366493,2,0,Normal
L,1585,38.1,6.323403141361257,7,0,Normal
L,1406,43.8,6.448460732984293,12,0,Normal
L,1717,26.9,4.836366492146596,17,0,Normal
L,1739,26.3,4.789078534031414,30,0,Normal
L,1436,39.0,5.864293193717278,32,0,Normal
L,1637,31.8,5.450952879581152,42,0,Normal
L,1558,37.6,6.134115183246074,44,0,Normal
L,1641,31.1,5.343989528795812,49,0,Normal
L,1504,41.0,6.45696335078534,51,0,Normal
L,1401,45.3,6.64558115183246,67,0,Normal
L,1465,39.7,6.090104712041885,72,0,Normal
L,1739,30.6,5.572083769633508,83,0,Normal
L,1463,40.0,6.127748691099477,90,0,Normal
L,1667,30.4,5.306471204188481,92,0,Normal
L,1393,45.7,6.665979057591624,99,0,Normal
L,1442,50.0,7.549738219895288,104,0,Normal
L,1364,44.9,6.4129424083769635,106,0,Normal
L,1325,52.2,7.2424083769633505,127,0,Normal
L,1424,49.6,7.395853403141362,129,0,Normal
L,1505,39.0,6.146073298429319,131,0,Normal
L,1529,44.0,7.044607329842932,136,0,Normal
L,1449,48.8,7.404314136125654,147,0,Normal
L,1740,28.5,5.192670157068063,152,0,Normal
L,1751,29.6,5.427183246073299,160,0,Normal
L,1510,40.6,6.419476439790576,162,0,Normal
L,1609,40.4,6.806659685863874,169,0,Normal
L,1601,35.7,5.984890052356022,176,0,Normal
L,1665,31.1,5.422146596858639,178,0,Normal
L,1491,36.9,5.76103664921466,192,0,Normal
L,1442,55.6,8.39530890052356,194,0,Normal
L,1390,50.3,7.321151832460733,196,0,Normal
L,1502,46.7,7.344858638743457,198,0,Normal
L,1385,46.3,6.714712041884816,203,1,TWF
L,1547,37.4,6.05840837696335,0,0,Normal
L,1540,35.8,5.7729842931937165,5,0,Normal
L,1450,44.3,6.7261780104712035,7,0,Normal
L,1353,62.5,8.854712041884817,9,0,Normal
L,1582,45.0,7.454450261780105,11,0,Normal
L,1396,49.0,7.1627225130890055,13,0,Normal
L,1390,49.9,7.262931937172775,21,0,Normal
L,1534,42.1,6.7624502617801046,23,0,Normal
L,1953,20.6,4.212753926701571,25,0,Normal
L,1634,33.6,5.748942408376964,27,0,Normal
L,1881,21.7,4.2741047120418845,29,0,Normal
L,1225,63.4,8.132460732984294,37,0,Normal
L,1334,49.3,6.886513089005235,42,0,Normal
L,1336,50.3,7.036732984293194,44,0,Normal
L,1629,31.9,5.441371727748691,49,0,Normal
L,1776,25.7,4.779392670157068,51,0,Normal
L,1719,27.3,4.914000000000001,58,0,Normal
L,1450,43.1,6.543979057591623,63,0,Normal
L,1351,47.2,6.677193717277487,73,0,Normal
L,1365,46.5,6.646335078534031,75,0,Normal
L,1525,39.7,6.339528795811519,77,0,Normal
L,1423,42.7,6.362523560209425,82,0,Normal
L,1428,43.5,6.504502617801047,87,0,Normal
L,1724,26.4,4.765821989528796,100,0,Normal
L,2617,12.1,3.315780104712042,102,1,PWF
L,1294,59.4,8.0485445026178,104,0,Normal
L,1533,40.7,6.5333089005235605,106,0,Normal
L,1370,52.4,7.517068062827225,113,0,Normal
L,1462,45.1,6.904314136125654,115,0,Normal
L,1545,36.6,5.921151832460733,117,0,Normal
L,1357,50.1,7.118921465968586,125,0,Normal
L,1861,26.9,5.241979057591623,130,0,Normal
L,1548,44.5,7.213193717277487,132,0,Normal
L,1496,37.7,5.905675392670157,134,0,Normal
L,1842,20.1,3.876879581151833,142,0,Normal
L,1971,23.2,4.788188481675393,155,0,Normal
L,1431,39.9,5.9787329842931936,157,0,Normal
L,1546,37.7,6.103057591623037,159,0,Normal
L,1496,36.3,5.686366492146597,161,0,Normal
L,1452,46.2,7.024335078534032,168,0,Normal
L,1380,44.7,6.459267015706807,170,0,Normal
L,1567,38.4,6.300816753926701,172,0,Normal
L,1628,35.9,6.119916230366492,174,0,Normal
L,1505,46.1,7.264973821989529,176,0,Normal
L,1577,40.0,6.605235602094241,181,0,Normal
L,1304,57.2,7.81034554973822,183,0,Normal
L,1537,39.9,6.421602094240837,190,0,Normal
L,1371,51.3,7.364638743455497,201,0,Normal
L,1181,65.9,8.14951832460733,203,1,OSF
L,1469,42.8,6.58358115183246,205,0,Normal
L,1637,34.6,5.930910994764399,207,0,Normal
L,1370,56.0,8.033507853403142,0,0,Normal
L,1630,30.6,5.2228272251308905,2,0,Normal
L,1517,39.0,6.195078534031413,4,0,Normal
L,1482,42.1,6.533214659685864,15,0,Normal
L,1439,49.9,7.51896335078534,17,0,Normal
L,1492,41.2,6.43669109947644,19,0,Normal
L,1725,27.8,5.021465968586387,21,0,Normal
L,1559,44.2,7.215476439790576,23,0,Normal
L,1435,42.5,6.386125654450262,25,0,Normal
L,1564,37.1,6.075853403141362,30,0,Normal
L,1522,40.3,6.422680628272251,32,0,Normal
L,1356,59.5,8.448376963350785,34,0,Normal
L,1556,38.6,6.289172774869111,36,0,Normal
L,1393,45.5,6.636806282722513,38,0,Normal
L,1753,26.8,4.919413612565445,40,0,Normal
L,1651,29.5,5.099947643979058,42,0,Normal
L,1372,54.7,7.858471204188483,44,0,Normal
L,1446,43.3,6.556209424083769,46,0,Normal
L,1469,38.4,5.906764397905759,62,0,Normal
L,1704,28.3,5.049549738219896,64,0,Normal
L,1464,38.0,5.825340314136126,74,0,Normal
L,1332,46.4,6.471706806282722,76,0,Normal
L,1634,37.8,6.467560209424083,78,0,Normal
L,1585,32.2,5.344188481675394,89,0,Normal
L,1627,33.4,5.690240837696335,99,0,Normal
L,1477,35.6,5.505884816753928,101,0,Normal
L,1520,38.1,6.064083769633508,106,0,Normal
L,1618,31.5,5.336858638743456,108,0,Normal
L,1397,50.3,7.358020942408376,110,0,Normal
L,1450,47.9,7.272774869109948,112,0,Normal
L,1392,50.1,7.302534031413613,117,0,Normal
L,1385,43.2,6.265130890052356,119,0,Normal
L,1461,46.3,7.0831727748691105,121,0,Normal
L,1579,38.6,6.38213612565445,126,0,Normal
L,1542,36.7,5.925801047120419,134,0,Normal
L,1668,27.1,4.733277486910995,136,0,Normal
L,1479,37.8,5.854052356020942,144,0,Normal
L,1655,30.2,5.233612565445026,146,0,Normal
L,1711,30.3,5.428617801047121,148,0,Normal
L,1581,34.6,5.728020942408378,150,0,Normal
L,1468,40.9,6.287036649214659,157,0,Normal
L,1419,41.3,6.13661780104712,159,0,Normal
L,1530,38.6,6.184083769633508,161,0,Normal
L,1710,27.3,4.8882722513089005,163,0,Normal
L,1518,39.8,6.326324607329842,165,0,Normal
L,1484,44.3,6.883895287958115,173,0,Normal
L,1457,44.2,6.743392670157069,175,0,Normal
L,1447,47.1,7.136513089005235,185,0,Normal
L,1443,45.4,6.859916230366492,187,0,Normal
L,1527,30.9,4.940764397905759,189,0,Normal
L,1420,44.1,6.557277486910995,197,0,Normal
L,1376,50.4,7.261821989528795,202,0,Normal
L,1468,46.2,7.101738219895289,10,0,Normal
L,1378,52.3,7.546534031413612,12,0,Normal
L,1401,51.9,7.6138115183246065,14,0,Normal
L,1531,37.4,5.995748691099476,16,0,Normal
L,1512,35.8,5.6680209424083765,18,0,Normal
L,1449,46.5,7.055340314136125,26,0,Normal
L,1315,55.5,7.642146596858638,28,0,Normal
L,1547,44.8,7.2571308900523555,36,0,Normal
L,1730,30.2,5.470785340314136,41,0,Normal
L,1548,37.7,6.110952879581152,43,0,Normal
L,1517,40.2,6.385696335078534,45,0,Normal
L,1687,29.3,5.175821989528796,47,0,Normal
L,1738,25.2,4.58613612565445,49,0,Normal
L,1806,27.6,5.219434554973823,64,0,Normal
L,1716,28.4,5.103078534031413,66,0,Normal
L,1578,36.3,5.998052356020942,71,0,Normal
L,1558,37.2,6.068858638743456,73,0,Normal
L,1456,45.5,6.93696335078534,75,0,Normal
L,1467,44.5,6.835759162303665,80,0,Normal
L,1592,33.9,5.651183246073298,85,0,Normal
L,1596,37.2,6.216879581151833,87,0,Normal
L,1489,40.6,6.330198952879582,89,0,Normal
L,1471,48.3,7.439717277486912,91,0,Normal
L,1519,40.0,6.362303664921466,96,0,Normal
L,1408,45.4,6.693528795811518,98,0,Normal
L,1332,44.4,6.19275392670157,100,0,Normal
L,1351,52.4,7.412816753926701,102,0,Normal
L,1500,36.7,5.764397905759163,104,0,Normal
L,1489,36.5,5.690942408376963,109,0,Normal
L,1511,45.8,7.246471204188482,114,0,Normal
L,1691,29.6,5.241214659685864,116,0,Normal
L,1757,27.5,5.059424083769634,118,0,Normal
L,2262,15.7,3.7186806282722515,125,0,Normal
L,1626,32.4,5.5164816753926695,130,0,Normal
L,1424,53.9,8.03702617801047,132,0,Normal
L,1523,39.5,6.299319371727749,137,0,Normal
L,1502,43.2,6.794387434554974,139,0,Normal
L,1489,40.7,6.34579057591623,141,0,Normal
L,1631,30.6,5.226031413612566,146,0,Normal
L,1423,38.0,5.6621989528795815,154,0,Normal
L,1390,47.7,6.942722513089005,156,0,Normal
L,1385,44.4,6.439162303664921,169,0,Normal
L,1557,35.5,5.787801047120419,174,0,Normal
L,1606,33.4,5.616795811518324,176,0,Normal
L,1356,51.9,7.369256544502617,184,0,Normal
L,1327,56.5,7.850837696335079,189,0,Normal
L,1410,47.0,6.939267015706807,191,0,Normal
L,1478,42.3,6.546534031413612,193,0,Normal
L,1460,40.3,6.161047120418847,195,0,Normal
L,1435,40.3,6.055549738219894,197,0,Normal
L,1729,31.7,5.7391937172774865,204,0,Normal
L,1297,52.1,7.075780104712042,211,0,Normal
L,1633,33.3,5.694125654450261,213,0,Normal
L,1433,50.0,7.50261780104712,218,0,Normal
L,1369,50.6,7.253549738219896,220,1,OSF
L,1475,40.5,6.255235602094241,222,1,TWF
L,1561,38.3,6.260345549738219,0,0,Normal
L,1472,45.5,7.0131937172774865,2,0,Normal
L,1441,44.5,6.714607329842932,4,0,Normal
L,1691,33.1,5.860952879581152,9,0,Normal
L,1382,47.1,6.81593717277487,11,0,Normal
L,1355,46.4,6.583455497382199,13,0,Normal
L,1529,45.3,7.252743455497382,15,0,Normal
L,1829,24.9,4.768806282722513,17,0,Normal
L,1475,42.4,6.548691099476439,24,0,Normal
L,1437,42.3,6.364931937172774,29,0,Normal
L,1632,33.5,5.724816753926701,39,0,Normal
L,1402,49.7,7.296272251308902,41,0,Normal
L,1347,45.8,6.459958115183246,43,0,Normal
L,1747,31.0,5.670890052356021,45,0,Normal
L,1371,57.4,8.240356020942407,52,0,Normal
L,1590,35.5,5.9104712041884815,59,0,Normal
L,1336,53.7,7.512376963350785,61,0,Normal
L,1411,43.2,6.3827434554973825,63,0,Normal
L,1704,27.3,4.871120418848168,65,0,Normal
L,1723,27.3,4.9254345549738225,67,0,Normal
L,1459,39.7,6.065162303664922,69,0,Normal
L,1572,35.9,5.909403141361256,71,0,Normal
L,1384,56.0,8.115602094240838,73,0,Normal
L,1383,47.5,6.878795811518325,75,0,Normal
L,1448,54.3,8.233130890052355,83,0,Normal
L,1497,43.9,6.881497382198953,91,0,Normal
L,1530,38.5,6.168062827225131,93,0,Normal
L,1328,61.8,8.593759162303664,98,0,Normal
L,1268,60.6,8.046157068062827,119,0,Normal
L,1421,46.0,6.8446073298429315,124,0,Normal
L,1496,36.4,5.702031413612565,126,0,Normal
L,1375,55.6,8.00523560209424,128,0,Normal
L,1295,52.1,7.064869109947644,130,0,Normal
L,1643,33.8,5.815015706806282,132,0,Normal
L,1514,36.9,5.849905759162303,134,0,Normal
L,1671,29.4,5.144230366492146,136,0,Normal
L,1365,50.6,7.232356020942408,143,0,Normal
L,1407,42.5,6.26151832460733,145,0,Normal
L,1502,45.9,7.21903664921466,150,0,Normal
L,1581,30.4,5.032712041884817,155,0,Normal
L,1530,37.8,6.055916230366491,157,0,Normal
L,1312,50.3,6.910324607329842,159,0,Normal
L,1494,42.6,6.664335078534031,161,0,Normal
L,1514,44.5,7.0547643979057595,177,0,Normal
L,1456,54.2,8.26337172774869,179,0,Normal
L,1494,39.6,6.1950157068062826,181,0,Normal
L,1605,30.0,5.041884816753926,183,0,Normal
L,1447,47.9,7.257727748691099,188,0,Normal
L,1588,40.4,6.717821989528796,190,0,Normal
L,1483,46.9,7.283005235602094,203,0,Normal
L,1543,39.6,6.398198952879581,205,0,Normal
L,1323,44.4,6.150910994764398,207,1,TWF
L,1555,36.2,5.894345549738221,0,0,Normal
L,1583,31.9,5.287717277486911,2,0,Normal
L,1766,25.8,4.7709738219895295,7,0,Normal
L,1413,49.8,7.368314136125654,12,0,Normal
L,1505,33.5,5.279319371727749,14,0,Normal
L,1774,23.0,4.272460732984293,30,0,Normal
L,1425,40.0,5.968586387434555,35,0,Normal
L,1437,52.4,7.8846910994764405,37,0,Normal
L,1335,53.0,7.4089005235602095,39,0,Normal
L,1471,41.7,6.4231099476439795,41,0,Normal
L,1578,35.6,5.882387434554974,46,0,Normal
L,1712,32.1,5.754471204188482,48,0,Normal
L,1733,28.7,5.208073298429319,50,0,Normal
L,1652,32.1,5.552795811518325,52,0,Normal
L,1917,24.1,4.837664921465969,54,0,Normal
L,1442,37.1,5.601905759162304,59,0,Normal
L,1474,42.3,6.5288167539267015,64,0,Normal
L,1509,39.3,6.209811518324607,66,0,Normal
L,1451,43.1,6.548492146596859,68,0,Normal
L,1554,36.1,5.874282722513089,70,0,Normal
L,1669,30.7,5.365267015706806,72,0,Normal
L,1366,50.4,7.209047120418847,74,0,Normal
L,1578,34.4,5.684104712041885,76,0,Normal
L,1562,33.0,5.397486910994765,84,0,Normal
L,1501,38.5,6.051151832460733,86,0,Normal
L,1352,53.8,7.616502617801046,91,0,Normal
L,1864,23.6,4.606324607329843,103,0,Normal
L,1392,41.5,6.0490052356020945,108,0,Normal
L,1358,47.6,6.768670157068063,110,0,Normal
L,1491,40.2,6.276251308900524,112,0,Normal
L,1556,36.7,5.979602094240838,114,0,Normal
L,1531,36.7,5.883528795811519,116,0,Normal
L,1538,41.2,6.6351413612565455,126,0,Normal
L,1467,39.0,5.990890052356021,128,0,Normal
L,1411,46.3,6.840764397905759,138,0,Normal
L,1528,44.5,7.12,140,0,Normal
L,1504,42.0,6.614450261780105,142,0,Normal
L,1384,39.6,5.738890052356021,144,0,Normal
L,1677,26.4,4.635895287958115,146,0,Normal
L,1764,30.8,5.689130890052357,148,0,Normal
L,1635,30.5,5.2217277486911,159,0,Normal
L,1761,26.2,4.8312251308900525,164,0,Normal
L,1587,34.9,5.799612565445026,166,0,Normal
L,1417,49.8,7.389172774869109,177,0,Normal
L,1603,36.7,6.160219895287959,184,0,Normal
L,1620,33.4,5.665759162303665,186,0,Normal
L,1353,49.4,6.9987643979057585,188,0,Normal
L,1360,50.7,7.220104712041885,190,0,Normal
L,1380,53.5,7.730890052356021,192,0,Normal
L,1680,32.8,5.770052356020941,200,0,Normal
L,1536,39.0,6.272670157068063,202,0,Normal
L,1621,28.9,4.905434554973821,0,0,Normal
L,1585,37.6,6.240418848167539,2,0,Normal
L,1352,52.6,7.44661780104712,12,0,Normal
L,1454,45.0,6.85130890052356,19,0,Normal
L,1552,42.3,6.874303664921465,27,0,Normal
L,1456,44.7,6.814994764397906,29,0,Normal
L,1437,43.3,6.515403141361256,34,0,Normal
L,1694,27.1,4.807057591623037,36,0,Normal
L,1306,50.7,6.9334240837696335,38,0,Normal
L,1369,53.2,7.626261780104713,43,0,Normal
L,1471,43.9,6.761979057591623,45,0,Normal
L,1410,43.9,6.4815706806282725,47,0,Normal
L,1418,51.2,7.602261780104713,52,0,Normal
L,1782,25.9,4.832858638743455,54,0,Normal
L,1459,39.4,6.019329842931937,59,0,Normal
L,1796,23.8,4.4758952879581155,61,0,Normal
L,1569,31.2,5.125947643979057,63,0,Normal
L,1469,46.7,7.183486910994764,65,0,Normal
L,1472,41.3,6.365821989528795,67,0,Normal
L,1475,47.2,7.290052356020943,69,0,Normal
L,1488,36.4,5.6715392670157065,71,0,Normal
L,1524,43.1,6.877947643979058,73,0,Normal
L,1486,48.6,7.562261780104713,75,0,Normal
L,1692,34.3,6.077026178010471,83,0,Normal
L,1446,48.1,7.282994764397906,88,0,Normal
L,1503,43.3,6.814649214659685,90,0,Normal
L,1574,35.8,5.900439790575916,95,0,Normal
L,1693,29.5,5.229685863874345,100,0,Normal
L,1462,51.2,7.838157068062828,102,0,Normal
L,1551,40.0,6.496335078534031,125,0,Normal
L,1462,49.7,7.608523560209425,132,0,Normal
L,1463,49.9,7.644366492146596,146,0,Normal
L,1587,35.8,5.94917277486911,148,0,Normal
L,1651,34.1,5.895193717277487,163,0,Normal
L,1529,41.3,6.6123246073298425,165,0,Normal
L,1473,46.2,7.125926701570681,167,0,Normal
L,1708,28.8,5.15082722513089,174,0,Normal
L,1320,54.7,7.560628272251309,179,0,Normal
L,1506,39.3,6.197465968586387,187,0,Normal
L,1492,43.6,6.8116439790575924,189,0,Normal
L,1443,43.5,6.57282722513089,0,0,Normal
L,1596,30.7,5.130596858638743,5,0,Normal
L,1491,43.2,6.744628272251309,7,0,Normal
L,1575,39.9,6.580366492146597,12,0,Normal
L,1458,41.1,6.274743455497383,14,0,Normal
L,1662,28.1,4.890282722513089,19,0,Normal
L,1742,26.3,4.797340314136125,24,0,Normal
L,1506,33.5,5.28282722513089,26,0,Normal
L,1457,44.4,6.773905759162303,28,0,Normal
L,1619,34.7,5.882649214659686,33,0,Normal
L,1731,28.7,5.202062827225131,38,0,Normal
L,1290,49.8,6.726910994764397,43,0,Normal
L,1566,41.9,6.870722513089005,50,0,Normal
L,1456,46.5,7.089424083769633,52,0,Normal
L,1528,37.5,6.0,54,0,Normal
L,1443,45.3,6.844806282722512,70,0,Normal
L,1802,26.9,5.07579057591623,83,0,Normal
L,1527,39.5,6.31586387434555,85,0,Normal
L,1458,39.8,6.0762722513089,87,0,Normal
L,1378,49.7,7.171371727748692,94,0,Normal
L,1527,32.4,5.180607329842932,99,0,Normal
L,1583,36.7,6.083361256544503,104,0,Normal
L,1530,37.6,6.023874345549738,106,0,Normal
L,1616,34.2,5.787141361256545,114,0,Normal
L,1475,43.0,6.641361256544503,119,0,Normal
L,1371,46.5,6.675549738219895,121,0,Normal
L,1638,31.9,5.471434554973822,131,0,Normal
L,1532,38.7,6.20820942408377,136,0,Normal
L,1446,50.1,7.585821989528797,144,0,Normal
L,1584,38.2,6.336,154,0,Normal
L,1385,55.2,8.00544502617801,156,0,Normal
L,1592,34.4,5.734534031413612,158,0,Normal
L,1518,44.3,7.041612565445026,163,0,Normal
L,1529,40.4,6.468230366492146,165,0,Normal
L,1550,37.0,6.005235602094241,167,0,Normal
L,1773,23.8,4.418575916230367,169,0,Normal
L,1446,43.7,6.616774869109948,171,0,Normal
L,1403,54.1,7.947884816753927,179,0,Normal
L,2267,15.7,3.7269005235602095,181,0,Normal
L,1402,51.2,7.516481675392671,186,0,Normal
L,1693,28.0,4.963769633507853,188,0,Normal
L,1496,45.8,7.174534031413613,190,0,Normal
L,1633,33.3,5.694125654450261,192,0,Normal
L,1399,42.6,6.240565445026178,194,0,Normal
L,1531,41.5,6.65303664921466,213,0,Normal
L,1571,39.4,6.481403141361256,0,0,Normal
L,1434,39.9,5.991267015706806,2,0,Normal
L,1474,43.6,6.729465968586387,4,0,Normal
L,1601,35.7,5.984890052356022,9,0,Normal
L,1801,26.9,5.072973821989528,11,0,Normal
L,1465,42.0,6.442931937172775,13,0,Normal
L,2188,17.0,3.894869109947644,32,0,Normal
L,1471,38.2,5.884,37,0,Normal
L,1639,33.8,5.800858638743455,39,0,Normal
L,1284,60.3,8.107350785340314,50,0,Normal
L,1419,50.0,7.429319371727749,52,0,Normal
L,1763,28.4,5.242848167539266,54,0,Normal
L,1518,36.0,5.722303664921466,59,0,Normal
L,1447,49.0,7.424397905759163,61,0,Normal
L,1348,57.4,8.102115183246074,66,0,Normal
L,1348,53.7,7.579853403141362,68,0,Normal
L,1420,46.5,6.9141361256544505,73,0,Normal
L,1797,24.7,4.647738219895288,75,0,Normal
L,1628,30.2,5.148230366492147,80,0,Normal
L,1496,44.7,7.002219895287958,88,0,Normal
L,1636,30.3,5.190659685863874,90,0,Normal
L,1536,40.4,6.497842931937172,92,0,Normal
L,1454,50.6,7.703916230366493,94,0,Normal
L,1396,50.0,7.30890052356021,96,0,Normal
L,1575,37.4,6.168062827225131,98,0,Normal
L,1514,35.7,5.659664921465969,100,0,Normal
L,1549,48.3,7.834209424083769,105,0,Normal
L,1474,42.4,6.544251308900523,107,0,Normal
L,1535,34.6,5.561361256544503,114,0,Normal
L,1435,45.0,6.761780104712042,119,0,Normal
L,1513,42.4,6.717403141361256,124,0,Normal
L,1502,39.4,6.1967329842931935,126,0,Normal
L,1315,60.1,8.275549738219896,128,0,Normal
L,1406,60.4,8.892397905759161,133,0,Normal
L,1584,42.3,7.016041884816754,135,0,Normal
L,1580,35.8,5.922931937172774,140,0,Normal
L,1825,24.6,4.701047120418848,142,0,Normal
L,1469,48.2,7.4142198952879586,144,0,Normal
L,1493,38.4,6.003267015706806,146,0,Normal
L,1474,43.7,6.74490052356021,162,0,Normal
L,1540,37.1,5.9826178010471205,164,0,Normal
L,1467,42.8,6.57461780104712,169,0,Normal
L,1492,39.4,6.155476439790576,171,0,Normal
L,1493,46.1,7.207047120418848,173,0,Normal
L,1500,39.9,6.267015706806283,175,0,Normal
L,1477,36.6,5.660544502617801,177,0,Normal
L,1342,49.1,6.8997068062827225,179,0,Normal
L,1337,58.1,8.134,184,0,Normal
L,1417,41.8,6.202157068062827,186,0,Normal
L,1383,46.2,6.6905340314136135,188,0,Normal
L,1579,34.4,5.687706806282723,193,0,Normal
L,1441,40.0,6.035602094240837,195,0,Normal
L,1705,26.0,4.641884816753927,200,0,Normal
L,1431,49.7,7.447193717277487,210,0,Normal
L,1396,52.7,7.70358115183246,212,1,OSF
L,1615,35.4,5.986492146596858,217,1,TWF
L,1662,31.3,5.4471832460732985,0,0,Normal
L,1553,33.5,5.447696335078534,2,0,Normal
L,1548,46.6,7.55359162303665,7,0,Normal
L,1706,30.9,5.519937172774869,9,0,Normal
L,1366,45.5,6.508167539267015,11,0,Normal
L,1440,35.9,5.413193717277487,13,0,Normal
L,1395,48.7,7.113769633507854,21,0,Normal
L,1483,38.8,6.02517277486911,23,0,Normal
L,1723,28.8,5.1960628272251315,33,0,Normal
L,1386,41.0,5.950366492146597,35,0,Normal
L,1519,37.7,5.996471204188482,45,0,Normal
L,1896,24.4,4.844230366492146,47,0,Normal
L,2358,14.9,3.6789738219895294,49,0,Normal
L,1550,37.0,6.005235602094241,54,0,Normal
L,1309,61.5,8.429685863874345,56,0,Normal
L,1343,40.0,5.625130890052356,61,0,Normal
