机器质量等级,厂房室温（℃）,机器温度（℃）,转速（rpm）,扭矩（Nm）,功率（KW）,使用时长（min）,是否发生故障,具体故障类别
M,27.55000000000001,38.55000000000001,1532,40.0,6.4167539267015705,0,0,Normal
M,27.55000000000001,38.55000000000001,1499,38.9,6.105874345549738,3,0,Normal
M,27.55000000000001,38.35000000000002,1569,36.4,5.9802722513089,20,0,Normal
M,27.75,38.650000000000034,1843,24.5,4.728115183246073,25,0,Normal
M,27.75,38.75,1480,40.9,6.338429319371728,28,0,Normal
M,27.75,38.75,1310,56.1,7.695392670157068,35,0,Normal
M,27.850000000000023,39.05000000000001,1629,32.6,5.560774869109948,69,0,Normal
M,27.75,38.950000000000045,1297,48.6,6.6004397905759165,76,0,Normal
M,28.05000000000001,39.150000000000034,1548,38.3,6.208209424083769,87,0,Normal
M,28.05000000000001,39.25,1428,36.6,5.472753926701571,99,0,Normal
M,28.05000000000001,39.25,1505,39.6,6.240628272251309,102,0,Normal
M,27.950000000000045,39.25,1809,25.1,4.754544502617801,126,0,Normal
M,27.950000000000045,39.150000000000034,1852,25.9,5.022701570680628,131,0,Normal
M,27.850000000000023,39.05000000000001,1499,41.5,6.513979057591623,140,0,Normal
M,27.850000000000023,39.05000000000001,2710,9.7,2.752565445026178,143,1,PWF
M,27.75,38.950000000000045,1617,31.0,5.248900523560209,148,0,Normal
M,27.650000000000034,38.85000000000002,1443,53.3,8.053602094240837,151,0,Normal
M,27.75,38.950000000000045,1851,23.0,4.457905759162304,156,0,Normal
M,27.650000000000034,38.85000000000002,1274,67.3,8.978031413612564,159,0,Normal
M,27.850000000000023,38.950000000000045,1664,28.4,4.948439790575916,168,0,Normal
M,27.75,38.85000000000002,1375,56.1,8.077225130890053,182,0,Normal
M,27.75,38.85000000000002,1402,50.7,7.4430785340314145,185,0,Normal
M,27.850000000000023,38.85000000000002,1558,37.5,6.117801047120419,190,0,Normal
M,27.75,38.85000000000002,1447,41.4,6.272858638743455,193,0,Normal
M,27.850000000000023,38.85000000000002,1499,34.6,5.430931937172775,207,0,Normal
M,27.650000000000034,38.85000000000002,1422,50.7,7.549256544502619,219,0,Normal
M,27.450000000000045,38.75,1629,35.3,6.021329842931937,0,0,Normal
M,27.55000000000001,38.75,1366,55.1,7.881319371727749,36,0,Normal
M,27.05000000000001,38.450000000000045,1465,41.4,6.3508900523560206,78,0,Normal
M,27.150000000000034,38.450000000000045,1359,54.1,7.69862827225131,81,0,Normal
M,27.150000000000034,38.55000000000001,1551,36.4,5.911664921465968,84,0,Normal
M,27.350000000000023,38.75,1670,26.3,4.599057591623037,89,0,Normal
M,27.450000000000045,38.85000000000002,1490,39.8,6.209633507853402,94,0,Normal
M,27.350000000000023,38.75,1676,35.2,6.177507853403142,97,0,Normal
M,27.350000000000023,38.75,1875,22.1,4.3390052356020945,100,0,Normal
M,27.350000000000023,38.85000000000002,1867,23.0,4.496439790575916,103,0,Normal
M,27.05000000000001,38.450000000000045,1513,40.8,6.463916230366491,157,0,Normal
M,27.05000000000001,38.55000000000001,1555,37.4,6.089738219895288,169,0,Normal
M,27.150000000000034,38.75,1429,41.6,6.224753926701571,184,0,Normal
M,27.25,38.85000000000002,1596,30.4,5.080460732984292,191,0,Normal
M,27.150000000000034,38.650000000000034,1607,33.7,5.670774869109948,199,0,Normal
M,27.25,38.650000000000034,1553,33.1,5.382649214659686,209,1,TWF
M,27.25,38.650000000000034,1442,45.1,6.809863874345551,0,0,Normal
M,27.05000000000001,38.450000000000045,1533,46.4,7.448293193717277,24,0,Normal
M,26.950000000000045,38.150000000000034,1650,33.8,5.839790575916229,38,0,Normal
M,26.75,38.150000000000034,1389,50.0,7.272251308900524,55,0,Normal
M,26.450000000000045,37.75,1474,39.7,6.127518324607331,64,0,Normal
M,26.55000000000001,37.85000000000002,1448,49.8,7.55082722513089,80,0,Normal
M,26.55000000000001,37.85000000000002,1506,42.7,6.733633507853404,85,0,Normal
M,26.55000000000001,37.75,1685,32.1,5.663717277486911,88,0,Normal
M,26.350000000000023,37.55000000000001,1488,39.5,6.154554973821989,95,0,Normal
M,26.450000000000045,37.650000000000034,1427,50.4,7.530973821989529,98,0,Normal
M,26.350000000000023,37.55000000000001,1424,41.3,6.158240837696335,101,0,Normal
M,26.55000000000001,37.950000000000045,1618,30.3,5.133549738219895,125,0,Normal
M,26.650000000000034,38.05000000000001,1745,26.3,4.805602094240838,150,0,Normal
M,26.75,38.150000000000034,1445,41.2,6.233926701570681,169,0,Normal
M,26.55000000000001,38.05000000000001,1616,42.3,7.157780104712041,180,0,Normal
M,26.55000000000001,37.950000000000045,1649,32.7,5.646314136125655,185,0,Normal
M,26.450000000000045,37.75,1530,38.8,6.216125654450261,198,0,Normal
M,26.55000000000001,37.75,1620,37.2,6.310366492146597,203,0,Normal
M,26.450000000000045,37.75,1630,29.8,5.086282722513089,206,0,Normal
M,26.25,37.55000000000001,1492,45.7,7.139727748691101,219,0,Normal
M,26.150000000000034,37.55000000000001,1374,48.9,7.035455497382198,222,0,Normal
M,26.150000000000034,37.75,1826,25.1,4.799225130890053,2,0,Normal
M,26.25,37.75,1473,40.1,6.185057591623037,7,0,Normal
M,26.25,37.75,1446,47.3,7.16186387434555,12,0,Normal
M,26.05000000000001,37.35000000000002,1548,33.5,5.430157068062827,35,0,Normal
M,25.75,37.150000000000034,1551,35.2,5.7167748691099485,50,0,Normal
M,25.950000000000045,37.35000000000002,1428,43.0,6.429738219895288,53,0,Normal
M,25.950000000000045,37.25,1524,51.4,8.20247120418848,66,0,Normal
M,25.950000000000045,37.25,1422,49.3,7.340795811518324,69,0,Normal
M,25.950000000000045,37.450000000000045,1449,43.2,6.554638743455498,80,0,Normal
M,26.05000000000001,37.450000000000045,1443,50.9,7.69096335078534,85,0,Normal
M,25.75,37.05000000000001,2099,20.0,4.395811518324607,98,0,Normal
M,25.850000000000023,37.150000000000034,1689,29.7,5.252701570680628,101,0,Normal
M,25.850000000000023,37.150000000000034,1303,68.6,9.359769633507852,111,1,PWF
M,25.850000000000023,37.25,1394,45.2,6.597780104712042,122,0,Normal
M,25.850000000000023,37.25,1625,37.1,6.31282722513089,131,0,Normal
M,25.850000000000023,37.450000000000045,1587,34.2,5.683287958115184,141,0,Normal
M,25.950000000000045,37.450000000000045,1397,49.5,7.240994764397906,165,0,Normal
M,26.05000000000001,37.650000000000034,1502,39.8,6.259643979057591,177,0,Normal
M,25.950000000000045,37.650000000000034,1517,38.4,6.099769633507853,185,0,Normal
M,25.850000000000023,37.450000000000045,1787,22.2,4.15407329842932,192,0,Normal
M,25.75,37.450000000000045,1720,25.3,4.556649214659686,197,0,Normal
M,25.75,37.55000000000001,1638,33.6,5.763015706806283,218,0,Normal
M,25.650000000000034,37.35000000000002,1678,32.8,5.7631832460732975,4,0,Normal
M,25.650000000000034,37.450000000000045,1640,33.8,5.804397905759162,9,0,Normal
M,25.75,37.450000000000045,1679,35.8,6.294052356020942,14,0,Normal
M,25.75,37.25,1533,44.4,7.127246073298429,24,0,Normal
M,25.75,37.35000000000002,1525,38.5,6.147905759162303,27,0,Normal
M,25.650000000000034,37.05000000000001,1595,33.1,5.528219895287958,34,0,Normal
M,25.55000000000001,36.950000000000045,1644,34.1,5.870198952879582,46,0,Normal
M,25.55000000000001,36.950000000000045,1506,50.7,7.995204188481675,53,0,Normal
M,25.55000000000001,36.950000000000045,1549,42.5,6.893455497382199,61,0,Normal
M,25.55000000000001,36.950000000000045,1402,69.7,10.232397905759163,64,1,PWF
M,25.55000000000001,36.85000000000002,1459,40.2,6.141549738219895,69,0,Normal
M,25.650000000000034,36.85000000000002,1295,52.7,7.146230366492147,74,0,Normal
M,25.650000000000034,36.85000000000002,1529,38.5,6.164031413612565,77,0,Normal
M,25.650000000000034,36.85000000000002,1484,44.9,6.977130890052355,80,0,Normal
M,25.650000000000034,36.55000000000001,1453,47.7,7.257392670157069,101,0,Normal
M,25.55000000000001,36.35000000000002,1394,46.0,6.71455497382199,113,0,Normal
M,25.55000000000001,36.35000000000002,1500,38.8,6.094240837696335,116,0,Normal
M,25.55000000000001,36.450000000000045,1254,57.1,7.497738219895289,124,0,Normal
M,25.650000000000034,36.55000000000001,1392,48.7,7.098471204188483,133,0,Normal
M,25.650000000000034,36.55000000000001,1477,48.5,7.500994764397905,138,0,Normal
M,25.650000000000034,36.55000000000001,1459,47.3,7.226251308900523,141,0,Normal
M,25.850000000000023,36.650000000000034,2240,15.9,3.7294240837696333,144,0,Normal
M,25.650000000000034,36.55000000000001,1589,35.3,5.873476439790576,149,0,Normal
M,25.650000000000034,36.55000000000001,1499,40.3,6.3256230366492145,154,0,Normal
M,25.650000000000034,36.55000000000001,1480,38.1,5.904502617801047,157,0,Normal
M,25.55000000000001,36.450000000000045,1452,42.7,6.4921884816753925,180,0,Normal
M,25.55000000000001,36.35000000000002,1487,33.6,5.231748691099477,183,0,Normal
M,25.55000000000001,36.450000000000045,1382,48.1,6.960649214659686,186,0,Normal
M,25.55000000000001,36.450000000000045,1686,26.2,4.625465968586387,189,0,Normal
M,25.450000000000045,36.450000000000045,1344,59.4,8.359539267015705,200,0,Normal
M,25.450000000000045,36.450000000000045,1525,42.4,6.770680628272252,2,0,Normal
M,25.650000000000034,36.650000000000034,1551,36.6,5.94414659685864,15,0,Normal
M,25.75,36.650000000000034,1836,22.8,4.383329842931937,18,0,Normal
M,25.650000000000034,36.55000000000001,1448,44.8,6.792712041884816,31,0,Normal
M,25.55000000000001,36.55000000000001,1362,50.5,7.202198952879582,34,0,Normal
M,25.650000000000034,36.450000000000045,1384,48.2,6.985214659685864,39,0,Normal
M,25.650000000000034,36.75,1331,61.6,8.585298429319373,46,0,Normal
M,25.650000000000034,36.75,1495,35.2,5.510366492146598,60,0,Normal
M,25.75,36.75,1501,37.1,5.831109947643979,70,0,Normal
M,25.650000000000034,36.650000000000034,1288,61.9,8.348397905759162,79,0,Normal
M,25.350000000000023,36.450000000000045,1502,39.4,6.1967329842931935,84,0,Normal
M,25.450000000000045,36.35000000000002,1566,38.1,6.247602094240838,89,0,Normal
M,25.350000000000023,36.35000000000002,1483,44.8,6.956900523560209,92,0,Normal
M,25.25,36.35000000000002,1484,41.7,6.479874345549739,119,0,Normal
M,25.25,36.35000000000002,1344,45.3,6.375204188481675,122,0,Normal
M,25.350000000000023,36.450000000000045,1572,33.0,5.432041884816754,127,0,Normal
M,25.450000000000045,36.55000000000001,1314,49.7,6.838303664921466,136,0,Normal
M,25.450000000000045,36.55000000000001,1422,49.7,7.400356020942409,139,0,Normal
M,25.55000000000001,36.75,1434,53.0,7.958324607329843,144,0,Normal
M,25.650000000000034,36.950000000000045,1585,31.3,5.194816753926702,147,0,Normal
M,25.850000000000023,37.150000000000034,1827,28.0,5.356649214659686,178,0,Normal
M,25.650000000000034,36.950000000000045,1501,48.7,7.654314136125654,192,0,Normal
M,25.55000000000001,36.75,1654,29.1,5.039937172774869,195,0,Normal
M,25.55000000000001,36.85000000000002,1519,38.1,6.060094240837697,198,0,Normal
M,25.450000000000045,36.75,1668,32.3,5.641507853403141,6,0,Normal
M,25.450000000000045,36.75,1818,24.9,4.740125654450262,9,0,Normal
M,25.450000000000045,36.85000000000002,1541,36.9,5.954230366492146,12,0,Normal
M,25.450000000000045,36.85000000000002,1512,37.5,5.93717277486911,27,0,Normal
M,25.55000000000001,36.650000000000034,1501,44.7,7.025623036649215,48,0,Normal
M,25.55000000000001,36.75,1411,45.1,6.6634659685863875,51,0,Normal
M,25.55000000000001,36.650000000000034,1475,40.5,6.255235602094241,59,0,Normal
M,25.450000000000045,36.55000000000001,1280,64.1,8.591413612565445,71,0,Normal
M,25.450000000000045,36.650000000000034,1430,43.1,6.453717277486911,80,0,Normal
M,25.350000000000023,36.55000000000001,1523,44.6,7.112649214659686,83,0,Normal
M,25.350000000000023,36.55000000000001,1557,37.7,6.14648167539267,86,0,Normal
M,25.350000000000023,36.55000000000001,1354,60.8,8.620230366492146,96,0,Normal
M,25.150000000000034,36.25,1595,29.0,4.843455497382199,103,0,Normal
M,25.350000000000023,36.35000000000002,1501,40.2,6.31834554973822,114,0,Normal
M,25.350000000000023,36.450000000000045,1364,58.7,8.383958115183246,123,0,Normal
M,25.25,36.35000000000002,1514,38.8,6.151120418848167,128,0,Normal
M,25.150000000000034,36.35000000000002,1560,36.9,6.027643979057592,131,0,Normal
M,25.150000000000034,36.25,1816,22.6,4.297549738219896,138,0,Normal
M,25.150000000000034,36.25,1509,34.2,5.403958115183246,141,0,Normal
M,25.25,36.55000000000001,1679,33.3,5.854523560209424,167,0,Normal
M,25.25,36.55000000000001,1870,22.5,4.4057591623036645,170,0,Normal
M,25.05000000000001,36.35000000000002,1478,36.5,5.64890052356021,182,0,Normal
M,25.150000000000034,36.450000000000045,1469,54.8,8.42944502617801,191,0,Normal
M,25.150000000000034,36.450000000000045,1681,27.1,4.770167539267017,194,0,Normal
M,25.150000000000034,36.35000000000002,1543,49.9,8.062376963350784,199,0,Normal
M,25.350000000000023,36.25,1522,47.4,7.554219895287958,20,0,Normal
M,25.350000000000023,36.150000000000034,1615,31.8,5.377696335078534,23,0,Normal
M,25.450000000000045,36.25,1465,41.1,6.304869109947644,30,0,Normal
M,25.450000000000045,36.35000000000002,1404,43.3,6.365780104712042,33,0,Normal
M,25.450000000000045,36.35000000000002,1426,45.4,6.779099476439791,38,0,Normal
M,25.350000000000023,36.25,1365,48.7,6.960785340314136,56,0,Normal
M,25.25,36.25,1666,24.3,4.239141361256545,68,0,Normal
M,25.05000000000001,35.950000000000045,1457,49.0,7.475706806282722,77,0,Normal
M,24.950000000000045,35.85000000000002,1661,38.2,6.644,82,0,Normal
M,25.150000000000034,35.85000000000002,1505,41.3,6.508534031413612,93,0,Normal
M,24.850000000000023,35.55000000000001,1614,30.7,5.188460732984293,106,0,Normal
M,24.75,35.55000000000001,1751,26.6,4.8771308900523564,111,0,Normal
M,24.55000000000001,35.35000000000002,1559,35.2,5.746261780104712,127,0,Normal
M,24.450000000000045,35.150000000000034,1648,29.1,5.021654450261781,134,0,Normal
M,24.25,34.950000000000045,1620,31.2,5.292565445026178,143,0,Normal
M,24.350000000000023,34.85000000000002,1429,45.8,6.853214659685864,148,0,Normal
M,24.350000000000023,34.950000000000045,1334,72.0,10.05738219895288,151,1,PWF
M,24.25,34.75,1338,48.5,6.795078534031414,158,0,Normal
M,24.25,34.75,1627,34.3,5.843570680628272,166,0,Normal
M,24.150000000000034,34.650000000000034,1538,48.0,7.730261780104712,171,0,Normal
M,24.350000000000023,34.85000000000002,1430,44.5,6.663350785340314,178,0,Normal
M,24.25,34.85000000000002,1601,34.6,5.800481675392671,181,0,Normal
M,24.350000000000023,35.05000000000001,1624,30.9,5.25461780104712,186,0,Normal
M,24.350000000000023,35.25,1505,37.2,5.8624083769633515,215,0,Normal
M,24.350000000000023,35.35000000000002,1401,50.5,7.408429319371728,6,0,Normal
M,24.450000000000045,35.35000000000002,1431,52.6,7.881738219895289,26,0,Normal
M,24.350000000000023,35.150000000000034,1476,45.6,7.047706806282723,31,0,Normal
M,24.450000000000045,35.35000000000002,1360,48.6,6.921047120418848,77,0,Normal
M,24.350000000000023,35.25,1596,36.6,6.116607329842933,80,0,Normal
M,24.450000000000045,35.35000000000002,1443,38.2,5.772,85,0,Normal
M,24.450000000000045,35.450000000000045,1492,35.5,5.546178010471205,88,0,Normal
M,24.25,35.25,1478,46.2,7.150115183246074,95,0,Normal
M,24.25,35.25,1564,35.0,5.731937172774869,105,0,Normal
M,24.25,35.150000000000034,1335,57.9,8.093874345549738,113,0,Normal
M,24.25,35.25,1441,46.8,7.061654450261781,116,0,Normal
M,24.150000000000034,35.150000000000034,1697,27.4,4.868879581151832,121,0,Normal
M,24.350000000000023,35.650000000000034,1455,46.1,7.023612565445026,147,0,Normal
M,24.350000000000023,35.650000000000034,1471,52.3,8.055842931937173,152,0,Normal
M,24.25,35.450000000000045,1528,29.1,4.656000000000001,163,0,Normal
M,24.150000000000034,35.35000000000002,1520,42.4,6.74848167539267,171,0,Normal
M,24.150000000000034,35.35000000000002,1664,28.9,5.035560209424084,174,0,Normal
M,24.05000000000001,35.35000000000002,1353,46.5,6.587905759162304,185,0,Normal
M,24.05000000000001,35.35000000000002,1611,31.6,5.330638743455498,197,0,Normal
M,24.05000000000001,35.35000000000002,1604,34.9,5.861738219895288,200,0,Normal
M,24.05000000000001,35.35000000000002,1584,40.0,6.63455497382199,4,0,Normal
M,24.05000000000001,35.450000000000045,1498,44.4,6.9645235602094235,9,0,Normal
M,24.150000000000034,35.55000000000001,1655,34.1,5.909476439790576,21,0,Normal
M,24.150000000000034,35.55000000000001,1451,43.8,6.654848167539266,24,0,Normal
M,24.150000000000034,35.55000000000001,1466,38.4,5.8947015706806285,27,0,Normal
M,24.05000000000001,35.450000000000045,1284,51.3,6.897298429319371,32,0,Normal
M,24.05000000000001,35.35000000000002,1364,54.0,7.712670157068063,43,0,Normal
M,24.05000000000001,35.450000000000045,1444,41.1,6.214492146596859,56,0,Normal
M,23.950000000000045,35.450000000000045,1717,31.3,5.627445026178011,61,0,Normal
M,24.05000000000001,35.450000000000045,1513,39.0,6.178743455497382,78,0,Normal
M,23.950000000000045,35.35000000000002,1515,42.1,6.67869109947644,81,0,Normal
M,24.05000000000001,35.55000000000001,1398,38.1,5.577361256544503,88,0,Normal
M,24.150000000000034,35.55000000000001,1447,44.5,6.742565445026178,105,0,Normal
M,24.25,35.650000000000034,1573,33.9,5.583738219895288,123,0,Normal
M,24.25,35.55000000000001,1798,23.0,4.330261780104712,135,0,Normal
M,24.25,35.35000000000002,1472,42.0,6.473717277486911,150,0,Normal
M,24.25,35.35000000000002,1465,55.9,8.57523560209424,153,0,Normal
M,24.25,35.450000000000045,1657,33.1,5.74310994764398,156,0,Normal
M,24.25,35.55000000000001,1582,31.9,5.284376963350785,161,0,Normal
M,24.350000000000023,35.55000000000001,1446,53.0,8.024921465968587,168,0,Normal
M,24.350000000000023,35.55000000000001,1352,53.0,7.503246073298429,171,0,Normal
M,24.25,35.55000000000001,1392,46.4,6.763225130890052,174,0,Normal
M,24.350000000000023,35.55000000000001,1363,53.6,7.649926701570681,194,0,Normal
M,24.25,35.450000000000045,1452,41.2,6.264125654450262,197,0,Normal
M,24.450000000000045,35.55000000000001,1408,51.5,7.592879581151832,4,0,Normal
M,24.350000000000023,35.450000000000045,1349,51.5,7.274712041884817,21,0,Normal
M,24.350000000000023,35.450000000000045,1327,52.1,7.23944502617801,24,0,Normal
M,24.450000000000045,35.450000000000045,1254,45.8,6.013947643979058,31,0,Normal
M,24.350000000000023,35.35000000000002,1699,30.1,5.35496335078534,40,0,Normal
M,24.25,35.35000000000002,1412,45.5,6.727329842931937,49,0,Normal
M,24.25,35.35000000000002,1497,36.4,5.705842931937172,56,0,Normal
M,24.350000000000023,35.450000000000045,1255,60.7,7.976806282722513,77,0,Normal
M,24.25,35.450000000000045,1469,42.6,6.5528167539267015,80,0,Normal
M,24.25,35.450000000000045,1604,32.8,5.509026178010471,85,0,Normal
M,24.150000000000034,35.35000000000002,1625,32.8,5.5811518324607325,92,0,Normal
M,24.05000000000001,35.25,1378,41.9,6.045884816753927,97,0,Normal
M,24.05000000000001,35.35000000000002,1425,45.8,6.834031413612565,109,0,Normal
M,24.25,35.55000000000001,1481,48.0,7.443769633507854,117,0,Normal
M,24.150000000000034,35.650000000000034,1447,57.4,8.697151832460733,134,0,Normal
M,24.150000000000034,35.75,1799,24.5,4.61523560209424,137,0,Normal
M,24.150000000000034,35.650000000000034,1548,41.3,6.694492146596858,140,0,Normal
M,24.05000000000001,35.650000000000034,1485,47.9,7.448324607329843,143,0,Normal
M,24.150000000000034,35.650000000000034,1469,44.1,6.783549738219896,150,0,Normal
M,24.350000000000023,35.950000000000045,1540,38.5,6.208376963350785,176,0,Normal
M,24.25,35.75,1376,39.0,5.619267015706806,181,0,Normal
M,24.150000000000034,35.55000000000001,1542,37.0,5.974240837696335,184,0,Normal
M,24.25,35.75,1348,59.1,8.34207329842932,201,0,Normal
M,24.25,35.650000000000034,1325,62.4,8.65759162303665,204,1,TWF
M,24.350000000000023,35.75,1436,44.8,6.736418848167538,2,0,Normal
M,24.55000000000001,35.75,1573,35.1,5.781392670157068,9,0,Normal
M,24.55000000000001,35.85000000000002,1433,41.8,6.272188481675392,16,0,Normal
M,24.55000000000001,35.75,1327,63.7,8.851298429319373,21,0,Normal
M,24.75,35.950000000000045,1488,37.3,5.811769633507852,30,0,Normal
M,24.850000000000023,36.05000000000001,1558,41.7,6.802994764397907,35,0,Normal
M,24.850000000000023,35.950000000000045,1574,34.8,5.735623036649215,40,0,Normal
M,24.75,35.950000000000045,1338,49.6,6.949193717277487,56,0,Normal
M,24.75,35.950000000000045,1558,39.2,6.395141361256545,59,0,Normal
M,24.75,35.950000000000045,1614,38.1,6.43909947643979,62,0,Normal
M,24.950000000000045,36.150000000000034,1752,25.2,4.623078534031413,77,0,Normal
M,24.950000000000045,36.05000000000001,1460,45.8,7.001884816753926,80,0,Normal
M,24.75,36.05000000000001,1529,38.1,6.0999895287958115,96,0,Normal
M,24.850000000000023,36.05000000000001,1438,42.9,6.459706806282722,101,0,Normal
M,24.55000000000001,35.75,1530,39.1,6.264188481675393,108,0,Normal
M,24.55000000000001,35.650000000000034,2089,19.1,4.178,111,0,Normal
M,24.55000000000001,35.75,1681,28.3,4.981392670157068,116,0,Normal
M,24.350000000000023,35.55000000000001,1546,38.0,6.151623036649215,123,0,Normal
M,24.150000000000034,35.55000000000001,1577,35.6,5.878659685863875,133,0,Normal
M,24.150000000000034,35.35000000000002,1710,27.7,4.9598952879581155,138,0,Normal
M,24.150000000000034,35.450000000000045,1584,29.4,4.876397905759162,141,0,Normal
M,24.25,35.55000000000001,1382,49.9,7.221130890052357,151,0,Normal
M,24.05000000000001,35.450000000000045,1404,43.7,6.424586387434555,160,0,Normal
M,24.05000000000001,35.35000000000002,1487,46.9,7.302649214659686,173,0,Normal
M,24.150000000000034,35.35000000000002,1524,49.3,7.867350785340314,176,0,Normal
M,23.950000000000045,35.05000000000001,1529,37.9,6.067968586387434,183,0,Normal
M,23.850000000000023,34.950000000000045,1363,45.3,6.465329842931936,196,0,Normal
M,24.05000000000001,35.05000000000001,1405,42.5,6.25261780104712,204,0,Normal
M,24.150000000000034,35.150000000000034,1459,59.6,9.105382198952881,207,1,OSF
M,24.25,35.25,1789,25.0,4.683246073298429,210,0,Normal
M,24.25,35.25,1620,35.8,6.072879581151832,215,0,Normal
M,24.150000000000034,35.150000000000034,1544,41.7,6.74186387434555,6,0,Normal
M,24.25,35.25,1340,52.6,7.380523560209424,15,0,Normal
M,24.25,35.25,1517,41.0,6.512774869109948,18,0,Normal
M,24.150000000000034,35.25,1434,44.8,6.72703664921466,21,0,Normal
M,24.150000000000034,35.150000000000034,1595,32.2,5.377905759162305,29,0,Normal
M,24.150000000000034,35.25,1449,44.4,6.736712041884816,34,0,Normal
M,24.150000000000034,35.05000000000001,1846,24.5,4.735811518324607,41,0,Normal
M,24.150000000000034,35.05000000000001,1452,38.2,5.808,44,0,Normal
M,24.25,35.150000000000034,1483,41.9,6.506565445026178,47,0,Normal
M,24.05000000000001,34.85000000000002,1478,42.5,6.5774869109947645,56,0,Normal
M,24.25,34.85000000000002,1355,55.1,7.817853403141362,63,0,Normal
M,24.25,34.950000000000045,1734,27.7,5.029507853403141,70,0,Normal
M,24.150000000000034,34.85000000000002,1403,45.0,6.610994764397906,77,0,Normal
M,24.05000000000001,34.75,1687,30.4,5.37013612565445,82,0,Normal
M,24.05000000000001,34.75,1456,44.9,6.845486910994764,85,0,Normal
M,23.650000000000034,34.25,1455,49.9,7.602565445026178,102,0,Normal
M,23.75,34.35000000000002,1556,31.2,5.083476439790576,116,0,Normal
M,23.75,34.35000000000002,1332,51.1,7.127246073298429,121,0,Normal
M,23.850000000000023,34.55000000000001,1261,51.1,6.7473403141361254,130,0,Normal
M,23.950000000000045,34.650000000000034,1443,43.9,6.633267015706806,137,0,Normal
M,24.150000000000034,34.85000000000002,1598,29.4,4.919497382198952,148,0,Normal
M,24.05000000000001,34.75,1632,37.5,6.408376963350785,156,0,Normal
M,23.950000000000045,34.75,1980,20.3,4.208795811518325,159,0,Normal
M,23.950000000000045,34.75,1609,38.9,6.5539371727748685,166,0,Normal
M,23.950000000000045,34.650000000000034,1538,34.3,5.523916230366492,181,0,Normal
M,24.25,34.85000000000002,1440,42.4,6.393298429319372,190,0,Normal
M,24.05000000000001,34.75,1530,35.9,5.75151832460733,197,0,Normal
M,24.05000000000001,34.950000000000045,1340,61.3,8.601256544502618,207,1,OSF
M,24.150000000000034,34.950000000000045,1369,52.0,7.454240837696335,214,0,Normal
M,24.25,35.05000000000001,1536,34.6,5.564984293193718,4,0,Normal
M,24.350000000000023,35.25,1685,28.1,4.957958115183246,15,0,Normal
M,24.25,35.150000000000034,1444,44.0,6.652984293193717,18,0,Normal
M,24.350000000000023,35.25,1403,44.3,6.508157068062826,25,0,Normal
M,24.150000000000034,34.950000000000045,1731,27.7,5.020806282722512,42,0,Normal
M,24.150000000000034,35.150000000000034,1341,51.9,7.287738219895287,51,0,Normal
M,24.150000000000034,35.25,1599,32.9,5.508596858638743,58,0,Normal
M,24.150000000000034,35.25,1370,50.5,7.244502617801047,71,0,Normal
M,24.25,35.35000000000002,1566,31.4,5.148942408376962,76,0,Normal
M,24.25,35.450000000000045,1901,22.1,4.39917277486911,81,0,Normal
M,24.25,35.35000000000002,1638,32.2,5.522890052356021,84,0,Normal
M,24.150000000000034,35.25,1521,38.2,6.0840000000000005,87,0,Normal
M,24.150000000000034,35.25,1686,34.5,6.090785340314136,97,0,Normal
M,24.05000000000001,35.150000000000034,1326,57.2,7.942115183246073,100,0,Normal
M,24.05000000000001,35.25,1863,26.0,5.072041884816754,110,0,Normal
M,24.05000000000001,35.05000000000001,1678,28.1,4.937361256544503,133,0,Normal
M,24.05000000000001,34.950000000000045,1554,41.3,6.720439790575916,147,0,Normal
M,24.05000000000001,34.75,1541,35.7,5.760596858638744,169,0,Normal
M,23.950000000000045,34.75,1662,26.9,4.68144502617801,183,0,Normal
M,24.05000000000001,34.75,1747,29.0,5.305026178010471,188,0,Normal
M,24.05000000000001,34.85000000000002,1765,31.1,5.747801047120419,191,0,Normal
M,24.150000000000034,34.950000000000045,1709,30.6,5.475958115183246,196,0,Normal
M,24.150000000000034,34.950000000000045,1370,58.8,8.435183246073299,199,0,Normal
M,24.25,35.150000000000034,1550,47.8,7.7581151832460735,18,0,Normal
M,24.150000000000034,35.05000000000001,1677,34.9,6.128513089005235,21,0,Normal
M,24.350000000000023,35.35000000000002,1662,30.3,5.273151832460733,26,0,Normal
M,24.350000000000023,35.450000000000045,1440,38.8,5.850471204188481,29,0,Normal
M,24.450000000000045,35.450000000000045,1389,49.0,7.126806282722513,34,0,Normal
M,24.450000000000045,35.450000000000045,1482,38.3,5.9435183246073295,39,0,Normal
M,24.450000000000045,35.450000000000045,1444,48.2,7.288041884816754,46,0,Normal
M,24.450000000000045,35.55000000000001,1475,46.6,7.197382198952879,54,0,Normal
M,24.25,35.25,1675,29.5,5.174083769633508,59,0,Normal
M,24.350000000000023,35.450000000000045,1486,45.9,7.142136125654449,78,0,Normal
M,24.450000000000045,35.450000000000045,1585,42.0,6.970680628272251,90,0,Normal
M,24.350000000000023,35.35000000000002,1447,41.6,6.303162303664922,118,0,Normal
M,24.350000000000023,35.450000000000045,1429,50.5,7.556492146596859,129,0,Normal
M,24.350000000000023,35.450000000000045,1347,57.0,8.039685863874345,132,0,Normal
M,24.350000000000023,35.25,1369,54.8,7.855623036649215,145,0,Normal
M,24.350000000000023,35.450000000000045,1510,35.5,5.613089005235602,155,0,Normal
